,x0,x1,x2,x3,x4,x5,x6,x7,y_pred,y_conf,y_test
22,0.541749723,3.020905847,1.932819726,-2.419045022,2.507793726,-1.626121275,-3.421190042,-1.321798491,1,0.98,1
23,-5.580449142,-0.469763136,1.767461197,-1.008614876,-2.709548175,-0.818783601,-3.943398487,-0.43843454,0,0.98,0
24,0.75155517,2.597689535,-2.686504838,-1.425667031,-1.402913506,2.535427744,1.796879685,-1.975690574,2,1,2
25,-1.155191856,4.221399526,-2.326629079,-1.459738647,-3.579893279,2.971865444,0.755091225,-1.374640911,2,0.99,2
26,-0.812199231,4.909413076,1.668914114,-2.557739548,0.415836243,-1.798586099,-6.162556788,0.720868087,1,0.81,1
27,-1.799482212,0.507842382,1.935582023,-1.463008704,-2.402116286,1.665485157,-0.74823281,0.990027361,0,0.94,0
28,-8.019264834,1.1330611,3.91653581,1.653144267,-1.854777076,-3.977945278,-4.901255647,-1.449505132,0,0.57,0
29,-3.61612402,1.167840664,2.217149842,-1.326101341,-3.580435058,1.228188725,-2.175323857,1.207321555,0,0.97,0
30,-0.456094694,2.001471223,0.92282695,0.092222417,0.077690016,-0.970634787,-1.642197193,0.466994923,0,0.69,0
31,0.207624374,4.481576725,-0.036720653,-0.463107034,-1.783882919,1.191037246,-0.387687335,0.869457804,2,0.92,2
32,0.523743148,1.193890803,-2.195387999,-0.520179187,-1.028505467,2.234840986,2.868959948,-2.20791026,2,0.98,2
33,-2.47585973,2.494065703,3.61886838,-0.681827621,0.519423437,-1.60928874,-2.365408561,-1.384185672,1,1,1
34,-1.826415961,2.55791458,2.464149179,-0.397356162,2.103017069,-3.355171138,-3.901080685,-1.682041208,1,1,1
35,-1.155349514,1.700642989,1.856055564,0.156067865,1.945079947,-2.68753841,-2.313135417,-1.517489809,1,1,1
36,1.210364952,2.034898718,2.055499206,-3.613643767,2.104860019,0.816089021,-0.496415101,-2.675761666,1,1,1
37,-3.007834881,-1.21677478,3.121147691,2.545129453,2.531159232,-3.349834047,1.087811268,-3.968836548,1,0.9,1
38,2.611510771,2.361410309,1.742124876,-4.451148564,2.962085843,0.839824645,-1.096422823,-2.289529277,1,1,1
39,-0.413672513,3.129258459,3.010336883,-1.593959591,-2.52981121,1.770139112,-1.691775194,3.230519457,0,1,0
40,-0.620480471,3.358771129,2.839444229,-2.523172804,1.558479451,-1.281171876,-3.520909706,-1.308394331,1,0.98,1
41,-2.183444517,3.321632617,3.341663379,-1.221185204,1.22985131,-2.406759779,-3.933272496,-1.432148059,1,0.98,0
42,1.194702356,1.860347325,1.435875535,-0.558060474,-0.381535804,1.026435522,0.265699022,1.511784617,0,0.75,0
43,3.805276825,2.143860827,0.438190342,-5.22630685,3.833858026,0.70404321,-1.768253111,-2.414660632,1,0.99,1
44,-0.569521191,2.791343056,3.401096488,-1.0979639,-2.45565322,1.32311021,-1.9184573,3.770408617,0,1,0
45,-1.136604472,2.351196364,3.439075746,-1.095202003,-1.815656001,0.742863307,-1.937330669,2.463389183,0,1,0
46,0.411625809,1.064752731,-3.14894102,-4.923463929,-2.489105049,5.283615145,2.007024161,-3.379138811,2,0.94,2
47,-5.181271985,1.896265254,3.857266759,2.846599395,1.839756166,-5.566807565,-3.113025774,-3.112626236,1,0.99,1
48,-0.776480676,3.812862977,-2.16442948,-3.340819197,-3.345081794,3.76485784,0.164879308,-1.77582862,2,1,2
49,-3.729644139,1.752099281,4.067237295,0.888428297,1.726364148,-3.211518797,-1.413854491,-3.619914145,1,0.99,1
50,1.517743204,1.677490037,0.603138763,-4.448026402,-0.474307135,1.61866299,-3.802012704,2.174400662,0,0.82,0
51,5.236606478,1.246383175,-1.172742984,-5.948204097,3.912333957,1.156873949,-2.407088294,-1.206322514,1,1,1
52,0.528803189,3.04006474,-0.194997844,-1.148316971,-1.270172507,1.640089237,0.228492819,0.119988667,2,0.98,2
53,-5.223862167,2.37614056,3.877088734,1.440861271,-1.687256023,-2.61595683,-3.510165042,0.257703073,1,0.78,1
54,0.235966133,1.503086316,-0.169617825,-2.385063123,-1.977363682,3.53855569,1.969306293,-1.07259932,2,0.99,2
55,1.86175103,2.544539288,1.881132458,-5.102757859,1.433509517,1.867622919,-1.439459324,-1.583054372,1,0.98,1
56,0.023135063,-0.262000925,2.36914043,-0.849956997,3.222433124,-1.051694259,1.131784014,-3.980977477,1,1,1
57,0.44450547,1.510308166,2.286476317,-2.438073827,2.349075007,0.137368358,0.305459601,-3.47290737,1,1,1
58,1.679319449,3.803816405,2.302989575,-5.637801759,1.541925987,1.653569679,-2.300811002,-1.84604431,1,0.98,1
59,0.678696056,3.294264988,0.947682174,-2.964213051,1.731028871,-1.370276537,-4.718464849,-0.179583923,1,0.98,1
60,1.006588596,2.217074865,0.653470116,-3.424274085,-2.286310902,3.286278348,-1.001284227,2.062208426,0,0.98,0
61,0.792439488,1.45428359,0.915933514,-1.734356895,-2.53111421,3.044040989,0.354493179,2.571303277,0,0.98,0
62,-2.595321337,1.166394178,2.226557302,0.60648267,-2.677358027,0.13855516,-1.421641055,2.165359049,0,0.98,0
63,-0.001535941,-0.246289638,1.048330336,-2.085445542,-1.043146676,2.655902731,1.660441333,-0.839670292,2,0.91,2
64,-1.746775854,-0.048197137,3.012286109,-1.676133584,-0.491447367,1.054414678,0.312784679,-1.459781675,1,0.96,1
65,-3.085564419,1.355052515,3.556095252,0.359797887,0.998378002,-2.32028189,-1.575476569,-2.290759574,1,0.99,1
66,0.090891549,0.069936548,2.615686555,-2.270041928,1.372370252,0.781016037,0.602490311,-2.219481074,1,0.97,1
67,0.233021533,3.513360351,-2.107192665,-2.682066964,-2.332971934,2.951880695,0.01969491,-1.008793527,2,0.99,2
68,-0.424908079,3.025961655,1.907183607,-3.015449855,0.599182778,-0.163964215,-3.125102646,-0.920321419,1,0.99,1
69,0.048294624,1.470555141,2.5118553,-2.94786356,0.363334914,1.529186507,0.030390154,-1.604878125,1,0.98,1
70,-0.540712584,1.430077633,2.009894496,-1.36767407,1.485927961,-1.313334307,-2.296732189,-1.064091722,1,0.99,1
71,-2.342285177,2.333561791,3.157735211,-1.888600732,-2.206140724,0.623915523,-3.044631324,1.572234389,0,1,0
72,-0.091013491,2.513397279,2.295361938,-2.903167731,-1.829862325,1.418555963,-3.351239125,3.03796577,0,1,0
73,-0.537998618,3.259286965,4.629916021,-3.798420408,1.503316782,1.314751109,0.478180905,-4.154087932,1,0.84,1
74,5.994509118,4.288374114,-0.510509182,0.140423562,4.64497592,-2.356925261,-1.681614061,1.790876054,3,0.75,3
75,1.472276026,0.851635972,-1.822618,-1.18215175,-0.044848378,1.797354959,1.805886866,-1.49548665,2,1,
76,2.257416099,1.862259955,1.901164567,-3.867503152,2.849761011,0.978568575,0.00359042,-2.814087685,1,0.99,1
77,-0.946563012,0.633322708,1.4229341,-0.147342894,1.662877634,-1.592776936,-0.791374138,-2.166099848,1,0.99,1
78,-1.590013839,2.06774571,3.531359117,-0.5248684,1.984230579,-2.036068573,-1.497268936,-2.477077819,1,1,1
79,2.857137063,2.035434141,0.950698717,-2.128481996,1.417411624,-0.303162267,-3.155809851,2.755597055,3,0.84,3
80,-2.554723374,2.125746507,3.872246976,-0.824125135,0.88643949,-1.358652573,-1.409738683,-2.509271289,1,0.99,1
81,-2.426807856,3.301431171,3.802960689,-1.938730601,0.493038391,-1.10063065,-2.880473951,-1.921751137,1,0.99,1
82,-1.736889132,1.352244425,2.764967158,-1.829171209,-0.106200604,0.25642857,-1.017934457,-1.575893366,1,0.98,1
83,1.66034183,2.049163204,1.477576358,-3.369302106,2.917035923,-0.023385136,-1.103907211,-2.738479178,1,0.99,1
84,-4.058004236,2.581385452,3.882169571,0.695890479,-2.928063479,-0.827368678,-3.017952044,2.276449457,0,0.95,0
85,-2.641655974,0.368928549,1.709496859,-0.78228593,-0.994991854,-0.93912135,-3.145571028,0.483575556,0,0.9,0
86,0.696038995,0.710637442,2.094823318,-2.709615153,2.365147365,0.213510088,-0.061842072,-2.902300095,1,0.99,1
87,-3.805664549,1.834091073,3.10020237,-2.416865998,-4.626427859,2.282630668,-2.700168614,2.113791156,0,1,0
88,-1.687746944,3.317345373,2.198159214,-0.976825841,1.026354491,-2.557173306,-4.484789337,-0.548103843,1,1,1
89,0.081190805,1.104093794,2.000432984,-1.219234585,2.942102455,-1.457986879,-0.625788983,-3.105522165,1,0.98,1
90,0.099187299,1.207987399,1.153925255,-1.19000858,3.412770534,-2.819620592,-2.935674627,-2.304415659,1,0.99,1
91,0.7958806,2.642463082,0.193395427,-1.352947272,3.69104467,-3.401019996,-4.321506168,-1.758012239,1,1,1
92,-1.429294134,0.760120916,3.260490342,-0.705467078,0.353652517,0.350169304,1.098201166,-2.157634825,1,0.92,1
93,0.973644538,1.101486685,1.578596518,-2.942886255,3.81050915,-0.875082699,-0.766823734,-4.287221361,1,0.99,1
94,-2.399632192,3.443347534,3.53223515,-1.510173911,0.543366954,-1.911036872,-4.092464995,-0.901880014,1,0.96,1
95,-1.685347909,0.281823525,2.605876556,0.293765889,2.739715304,-2.399705246,-0.07544881,-3.927811695,1,1,1
96,-2.509620251,1.964951911,2.488951961,-2.610238636,-3.171361764,1.473373644,-3.371863325,2.056425594,0,1,0
97,4.319542006,-0.18769912,-0.198165788,-5.149944018,2.837697374,2.860699966,1.337043857,-2.469926232,1,0.93,1
98,-0.296772072,2.30058303,2.996553358,-2.900310318,2.346471523,-0.792294628,-1.985076062,-2.852769178,1,0.97,1
99,-0.204504789,3.008042651,-1.365295008,-2.286163247,-2.40989632,2.804439263,0.259269144,-0.840785194,2,1,2
100,-1.942364984,2.82129468,2.892438903,-1.649601635,-1.095930344,-0.324912758,-3.414633322,0.903245123,0,0.75,0
101,2.030717927,2.304292015,0.759115823,-3.382326891,3.712877166,-0.669110922,-1.543563793,-3.34152366,1,1,1
102,0.107126572,2.569044948,1.850974033,-2.155047876,1.701680644,-1.219653512,-3.112637883,-0.861565886,1,0.96,1
103,-0.347962722,0.592038737,2.052618851,-1.733236992,1.491591146,-0.27855328,-0.571616197,-2.110003699,1,0.99,1
104,-6.471475541,0.159025117,3.049515404,-1.536123988,-3.465137695,-0.766480632,-5.176605897,0.375840158,0,0.97,0
105,0.047094014,3.579928202,1.870745806,-2.464947139,1.433328843,-0.86141117,-2.99059524,-1.250372273,1,0.99,1
106,-3.195077149,1.893350598,3.031121086,-0.608966994,-0.810839679,-1.385637354,-3.314874805,-0.023986773,1,0.72,0
107,1.170452125,1.805238894,1.002444847,-2.526824104,-1.851497337,2.915102096,-0.177074303,2.039547508,0,0.99,0
108,-1.823907289,2.41441239,2.706648199,0.67039297,-0.949545118,-0.910427936,-1.563683896,1.063766974,0,0.88,0
109,-1.459222013,2.880312795,2.562049568,-1.005678804,0.259515197,-1.254723307,-2.908107936,-0.247587789,1,0.96,1
110,-0.920324328,0.586488874,1.629656538,-1.926437355,-0.536743014,0.371641031,-2.027764801,0.371291653,0,0.67,1
111,-0.388495793,2.562037575,2.820084641,-0.739572513,-0.865857653,0.169486466,-1.746035611,1.985579733,0,0.95,0
112,-1.795284068,2.469133161,3.386511197,-0.565996787,1.87761224,-2.353065842,-2.26950034,-2.248973389,1,1,1
113,0.217593532,3.276756649,0.649621453,-1.944559886,1.873896868,-2.44537285,-5.306161131,0.063813141,1,0.96,1
114,2.726516811,0.467892537,1.234518879,-4.432801711,3.893383033,1.57802734,1.900094607,-5.198228047,1,0.95,1
115,2.223808905,0.125802286,-2.859636825,-1.587505315,0.236706462,2.727469942,3.408811562,-2.683764743,2,1,2
116,-0.55549151,1.411373526,1.15294968,-3.705008376,-1.827985498,2.310759111,-2.010015031,0.637326574,0,0.9,0
117,-0.345650724,4.893807504,-2.223574298,-1.667578874,-3.33618251,3.325855684,1.184048382,-1.279554087,2,0.97,2
118,-2.889903173,0.003099533,3.294918727,1.225324747,2.185314129,-2.980737263,-0.338289668,-3.515187472,1,0.96,1
119,-0.059103013,1.543608657,-2.780045703,-2.45259761,-2.633084846,4.648089321,3.896423141,-3.560787011,2,0.99,2
120,2.669131105,1.588737107,0.239614129,-1.930867487,-1.429948732,3.003306528,0.537880296,2.978673787,0,0.99,0
121,1.675672892,1.654437267,-0.111445827,-1.383344316,4.30887984,-3.116241397,-3.37624459,-1.955593245,1,0.96,1
122,5.906673752,1.363560301,-2.020447507,-3.647962125,8.658543053,-2.987063979,-1.995119328,-5.263711169,1,0.84,1
123,-0.582137964,2.075947656,0.930216819,-1.852940729,0.819004525,-1.57084167,-4.378722693,0.195324219,1,0.95,1
124,-3.665520074,1.739124981,2.836384788,-0.463958771,-2.031092089,-1.165526862,-4.175686267,1.555111723,0,0.95,0
125,-1.778237159,4.112378802,0.953087341,-0.178849529,-2.781308628,0.953896335,-0.916151171,0.765684171,2,0.66,2
126,0.683839488,2.030858887,-3.449499776,-2.861371274,-2.111850465,4.24398246,2.836985378,-3.200588557,2,1,2
127,4.356636031,2.846529975,0.234541342,-4.882430856,4.738029908,-0.537618985,-3.08423331,-1.878463565,1,0.97,1
128,-4.528926394,0.270196749,1.880344361,-0.914259762,-3.30723468,0.138808555,-3.167405339,0.892269565,0,1,0
129,3.00853476,1.299069642,0.723649963,-4.693397406,2.186963586,1.912820003,-0.368928124,-1.752370829,1,0.96,1
130,-2.206142105,2.335846309,3.749807196,-0.995835128,1.64093282,-2.190919272,-2.603701086,-2.291949852,1,0.99,1
131,-0.516875774,1.484345984,0.082194693,-0.631484791,1.317137884,-2.399882936,-3.918533974,-0.081360991,1,0.93,1
132,0.174748008,3.067413933,3.393716041,-0.724164485,-2.183525358,1.484145331,-1.099119149,3.91718462,0,0.98,0
133,1.253985884,1.808380217,0.682272168,-3.266570798,1.192313421,0.484254721,-2.121186467,-0.660689271,1,0.97,1
134,2.399778991,-0.219227473,-4.465732917,-5.305272103,-1.083779645,5.567864167,3.046318447,-3.839082481,2,0.98,2
135,1.926944475,2.488157634,0.550391938,-3.191314146,3.769638523,-1.486684764,-2.993526902,-2.455791345,1,1,1
136,1.053983064,0.627910697,1.593116395,-2.088342344,4.743057899,-1.661226516,-0.110402144,-5.063010719,1,1,1
137,-1.192548404,0.940150538,2.323540381,-0.397800509,3.567370759,-3.440363978,-2.372237645,-3.344661924,1,0.98,1
138,-0.615851259,0.775569398,2.890430899,-0.004413643,5.146006005,-3.542635267,-0.104946204,-5.643857679,1,0.96,1
139,2.709903009,1.851538096,1.290257471,-4.650074502,3.271994211,1.01659865,-0.532537016,-3.16995481,1,0.99,1
140,-0.202554988,2.207246267,1.994043035,-2.61347774,-0.429277052,0.51896436,-2.813941693,0.946034822,0,0.89,0
141,0.840240453,1.70363533,0.996497489,-1.791181403,-2.032829895,2.347793468,-0.585959813,2.6844631,0,0.99,0
142,-0.289909354,1.985078041,1.816439551,-0.64939255,-2.664768225,2.100666075,0.065152249,2.599064565,0,1,0
143,-0.757251155,2.489348154,3.575420044,-2.421415539,1.422418041,-0.718832033,-2.343745826,-1.494736721,1,0.96,1
144,-1.23957576,1.611128746,2.724032409,-0.32792158,2.679524708,-2.513058591,-1.456219025,-3.022771635,1,1,1
145,-1.115247781,3.507450594,3.180289428,-0.333832684,-0.570702789,-0.628025437,-2.084858863,1.112881179,0,0.83,0
146,3.6920494,2.627590027,0.682813476,-0.821312549,-0.453666037,2.35408182,1.370727496,3.104987491,0,0.97,0
147,0.585228393,1.45773612,-1.251008488,0.062149972,3.236244826,-3.881594953,-4.070905356,-1.059377296,1,0.89,1
148,-0.894746069,1.043601427,2.267925795,-0.592222958,2.674181807,-1.676305036,-0.102241792,-3.85148798,1,1,1
149,2.357214342,1.699621292,0.896831979,-0.907578617,-1.373728832,2.263692455,0.415447711,3.606078345,0,0.95,0
150,1.500876861,2.829694452,1.415822677,-1.64776998,6.26331819,-3.754138777,-2.138261038,-5.267605139,1,0.56,1
151,-0.0057183,2.561917195,-2.316933801,-0.292841735,-1.45263646,1.63785768,1.600931713,-1.757018964,2,1,2
152,0.904064731,1.858029672,0.193627951,-1.545823358,3.934427596,-3.146489843,-3.744668532,-2.227899181,1,0.98,1
153,-0.071093151,2.055718736,1.930319773,-2.367182915,-0.663485062,0.843285322,-2.189340151,1.095403278,0,0.95,0
154,0.336580969,1.839208206,-2.482022706,-1.734326048,-1.246208405,2.379385673,1.462106276,-2.284714536,2,0.93,2
155,1.964593394,-0.97287366,-1.248623975,-1.440792593,0.683072448,2.438818179,3.547567116,-2.361103457,2,0.98,2
156,-0.689639147,3.056319166,0.658415442,-1.571590623,1.872374156,-2.802892633,-5.063106726,-0.948503502,1,0.96,1
157,-2.494722295,3.037973797,3.433775719,-1.719342595,-0.672000113,-0.707609976,-3.413470668,-0.151905113,1,0.88,1
158,0.841261107,1.29359294,0.815528077,-2.312265229,1.460853283,0.047854533,-1.235729673,-1.305360288,1,0.98,1
159,-0.020682088,1.7978966,2.176663832,-1.518861365,2.066515732,-1.101746394,-1.442906458,-1.898374569,1,0.91,1
160,-0.514610621,2.645035422,2.192086611,-0.674153868,3.729510135,-3.197712732,-2.227400942,-3.611905368,1,1,1
161,1.769082102,3.40085066,0.316508087,-3.709512724,2.661454099,-1.520066523,-5.266368873,-0.345130319,1,1,1
162,4.516508209,3.875925744,-1.104016893,-5.605115757,3.292352872,0.357524154,-4.087591318,-0.689303155,1,0.99,1
163,0.809947404,1.917923232,-4.703000532,-3.319930159,-2.213362926,4.682808889,3.122343858,-4.058593258,2,1,2
164,-1.701706334,1.775339569,2.267073988,0.077153422,-1.46101006,0.505163863,0.055086535,0.160070053,0,0.63,0
165,-1.077894731,2.656152853,-2.647173214,-2.240779037,-3.271364665,3.27881845,0.76621841,-1.827555973,2,1,2
166,0.676564179,0.586810405,1.971174709,-2.047185628,3.539944677,-1.095860615,-0.391997088,-3.649078529,1,1,1
167,-3.177259015,2.867739534,6.417176682,-1.057822632,1.1811788,-1.078736883,-0.401872326,-3.537249023,1,0.99,1
168,-0.116267839,1.817828243,2.076255754,-2.123486492,2.277463481,-1.113566158,-1.871654214,-2.410492924,1,1,1
169,3.539086202,1.573036833,0.495094499,-5.537535365,2.063017017,2.228438717,-1.252328119,-1.02554901,1,0.98,1
170,-0.567951655,2.744428363,-3.173243947,-2.698844207,-3.129104032,4.629303927,3.230082516,-3.870607956,2,1,2
171,2.67668009,2.782718656,1.163254542,-4.668013386,-0.103662475,2.169548586,-2.979396171,2.340009271,0,0.97,0
172,2.816694556,4.205813398,-0.096974975,-4.166542081,3.436582719,-1.253600405,-4.646699687,-1.210302526,1,1,1
173,1.929051376,0.809570161,0.063638497,-2.714638267,-1.817833493,3.138027157,-0.341379936,2.817082838,0,0.99,0
174,1.319550533,2.302325138,1.433206652,-1.609358831,-1.072288891,2.046296815,0.123778216,1.743349447,0,0.84,0
175,-0.564686414,2.313053248,1.735810723,-1.393856643,1.423283752,-1.666690809,-3.134793865,-0.823518339,1,0.99,1
176,-1.20993732,0.14332466,3.87735531,-0.475154077,2.387540367,-0.66125959,1.940209567,-4.286564657,1,0.99,1
177,-0.368875509,1.425152516,1.141762815,-0.814112257,-0.202492151,-0.329944523,-1.91421711,0.812911535,0,0.95,0
178,-0.324057296,3.121515075,1.410441158,-2.273918665,0.327456394,-1.010297501,-4.531616817,0.842646803,1,0.82,1
179,-0.771822857,2.830610756,-2.488320607,-2.214997792,-2.668492478,3.236092756,1.426379845,-2.630230586,2,0.99,
180,-2.561832403,1.076397459,4.222443005,-0.527411109,0.598032547,-0.669019706,0.024726583,-2.552722513,1,1,1
181,-1.476705298,1.676583848,2.731702389,-0.651119736,3.095084135,-2.853561525,-1.872296504,-3.738392479,1,0.96,1
182,-0.26318676,2.51824073,2.623949701,-1.477132725,3.305440054,-1.903433585,-1.164637802,-3.890029262,1,0.96,1
183,-0.237528599,2.059148268,-2.744169168,-0.259929761,-1.377527502,1.647200346,1.937917705,-2.43342058,2,0.97,2
184,1.782437882,3.445871239,1.889096993,-1.951893305,-2.796228958,3.920965124,1.095235452,3.263966096,0,1,0
185,1.273003381,0.897538214,-0.111737543,-2.112409383,2.289137423,-1.043935743,-2.446955677,-1.015011875,1,0.98,1
186,3.697485057,2.846597294,0.557222628,-2.032043028,0.50249427,0.208063022,-3.704813548,4.941885287,3,0.54,3
187,-2.09325663,1.266641917,1.678980561,-0.821675639,-2.952783629,1.539552587,-0.760910138,1.335593569,0,1,0
188,-0.003284271,3.124421125,-3.521799122,-3.395567396,-2.878228224,4.332750542,1.699081191,-3.043522582,2,1,2
189,0.749716338,1.93497189,2.317299649,-2.263460047,0.297111652,0.458296997,-2.052241755,1.196100351,0,0.73,1
190,0.082855681,0.815080517,-1.453294971,-2.843024384,-2.537800048,4.518803478,2.944761016,-2.095493505,2,0.98,2
191,0.115813601,1.744974177,2.34486629,-2.680138158,1.53084957,-0.656999218,-2.886817639,-0.649170243,1,0.95,1
192,0.601745213,2.991456024,1.476276611,-2.318339985,4.080974563,-2.754551845,-3.474434951,-3.244445547,1,0.94,1
193,-0.756867725,1.301513385,2.994121276,-1.257063543,2.149421698,-1.163412874,-0.746140123,-2.71310657,1,0.99,1
194,-0.330940829,-0.440656435,0.763415004,-1.822784161,-2.030984982,1.83139582,-1.193214819,2.234279584,0,0.98,0
195,0.311186056,2.902764011,2.906482601,-3.030739362,-3.319135705,3.446650459,-1.41219227,3.927834811,0,1,0
196,3.151448403,2.798397185,1.256366583,-3.846286985,-1.500643608,3.16133097,-2.066639937,4.513268648,0,0.99,0
197,1.744539759,0.887655544,-2.15437399,-2.976801471,-0.843167854,3.605104381,2.242725079,-1.935721983,2,1,2
198,-0.955294757,1.571928867,2.114795154,-1.594108489,0.102282241,-0.207007485,-1.892019836,-0.39769202,1,0.94,1
199,3.184879643,1.154586022,1.162525514,-5.180769335,3.520545377,1.899094872,0.837319122,-4.1182777,1,0.97,1
200,0.147323738,2.600607227,-0.404420719,-2.303547122,-2.077448586,2.770554759,0.31111993,-0.2116556,2,0.97,2
201,-0.486826214,2.107832083,1.833633701,-2.471268305,-0.131022086,-0.040462104,-3.266471084,0.624701565,1,0.65,1
202,-1.95057808,1.766007029,2.107746859,-0.901424197,-2.044840273,0.481443102,-2.016436953,1.403471689,0,0.99,0
203,2.019843686,1.926465909,1.536294139,-3.950748937,4.1002317,-0.519917714,-1.453479306,-3.750374565,1,0.99,1
204,1.09464653,1.275782631,2.125701408,-3.468895867,3.248816207,0.31804905,0.314326146,-4.434004271,1,0.9,1
205,-0.703121108,0.648202155,0.457176185,-3.882809466,-4.35082919,4.770483472,-0.3276603,1.941646801,0,0.99,0
206,2.837045094,2.57160943,0.444638561,-4.696386787,2.791461405,0.559963606,-2.335720758,-1.74042876,1,0.97,1
207,1.644729332,3.080697086,-2.762818221,-1.728821522,-0.734534612,2.469789316,1.729851914,-1.991532889,2,1,2
208,-0.679018394,1.396162261,3.710074818,-3.022038337,1.376051282,1.185882199,1.051396647,-3.947584064,1,0.98,1
209,-1.293829524,3.32263504,2.37020666,-2.103347115,0.460937389,-0.987242091,-3.487606608,-0.8223381,1,0.92,1
210,-1.063793005,2.201338483,2.000789091,-1.159685076,0.137841049,-0.697677216,-2.266703256,-0.261278625,1,0.94,1
211,-2.754082088,1.186860149,2.943364282,-3.086660426,-4.289142159,2.475901555,-3.347339468,3.233535443,0,1,0
212,0.19538411,3.023289416,-2.192444848,0.522002391,-1.53292537,1.389975486,1.873365555,-1.150835551,2,1,2
213,-3.182227009,2.774002083,4.869855981,-1.074403528,0.521209283,-1.11031881,-1.364092425,-2.782301929,1,0.96,1
214,-0.165733538,3.729747967,1.833364273,-2.410818172,2.016243037,-1.974084993,-4.442651222,-1.126098294,1,0.98,1
215,-0.180435168,1.747089804,1.456084187,-1.295198623,1.52672498,-1.553857856,-2.852678156,-0.563287521,1,0.96,1
216,0.882937635,2.270471201,2.231419279,-3.672369227,1.431447629,0.811214138,-1.406464719,-1.609384263,1,0.99,1
217,-2.261372273,1.692908226,2.310653559,0.887381445,2.211850086,-3.79077239,-2.806251602,-2.13153598,1,0.99,1
218,3.660236569,4.476574531,2.276092943,-2.95062096,-1.171466694,3.635986743,0.420300122,3.412256006,0,1,0
219,-3.089335281,1.207018387,2.193934685,-2.052565643,-1.839293506,-0.121650484,-3.923405142,0.630599429,0,0.93,0
220,2.761021331,3.986531874,1.604349048,-4.022706727,-0.581681059,2.227254401,-2.733267663,3.093031021,0,0.99,0
221,-0.45136162,0.842795839,2.795071273,-1.169096485,3.274608487,-1.901957011,-0.82396165,-3.499527812,1,0.99,1
222,1.495874927,0.544317199,0.252947362,-2.678643238,0.609529849,1.255939274,-0.667735237,-0.179240513,1,0.53,1
223,3.364938933,4.272633744,0.809079783,-4.629211406,4.319961019,-0.819513395,-3.33896055,-2.454702723,1,1,1
224,3.209103386,1.570570084,0.730304754,-4.206813565,4.693943011,-0.284747855,-1.064132215,-3.715612774,1,0.95,1
225,0.245625688,2.841844103,2.342000654,-2.739589004,2.422984402,-0.667228717,-1.614810018,-2.947549345,1,0.95,1
